dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cnt_check,day_of_year,windspeed_binned,hum_binned,temp_combined,temp_binned,hour_bin,rush_hour,temp_diff_perceived,weather_intensity,temp_prev,hum_prev,windspeed_prev,weather_change_indicator,temp_median,daily_rentals,Weather Discomfort Index
2011-01-01,1,0,1,10,0,6,0,1,0.38,0.3939,0.76,0.2537,36,36,01-01,Low Wind,High Humidity,0.38695,Medium Temp,Morning,0,0.013899999999999968,0.08868500000000001,0.32,0.76,0.0,1,0.9727622705564187,166.0,0.5074
2011-01-01,1,0,1,11,0,6,0,1,0.36,0.3333,0.81,0.2836,56,56,01-01,Low Wind,High Humidity,0.34665,Medium Temp,Morning,0,-0.0267,0.09068000000000001,0.38,0.76,0.2537,0,0.9727622705564187,222.0,0.6381000000000001
2011-01-01,1,0,1,12,0,6,0,1,0.42,0.4242,0.77,0.2836,84,84,01-01,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Afternoon,0,0.004200000000000037,0.09468000000000001,0.36,0.81,0.2836,0,0.9727622705564187,306.0,0.5199333333333334
2011-01-01,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,94,94,01-01,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Afternoon,0,-0.005500000000000005,0.19385000000000002,0.42,0.77,0.2836,0,0.9727622705564187,400.0,0.46721739130434775
2011-01-01,1,0,1,14,0,6,0,2,0.46,0.4545,0.72,0.2836,106,106,01-01,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Afternoon,0,-0.005500000000000005,0.19236,0.46,0.72,0.2985,0,0.9727622705564187,506.0,0.443895652173913
2011-01-01,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,110,110,01-01,Low Wind,High Humidity,0.4397,Medium Temp,Afternoon,0,-0.0005999999999999894,0.19485000000000002,0.46,0.72,0.2836,0,0.9727622705564187,616.0,0.522375
2011-01-01,1,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,93,93,01-01,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Afternoon,0,0.004200000000000037,0.19585000000000002,0.44,0.77,0.2985,0,0.9727622705564187,709.0,0.5827857142857142
2011-01-01,1,0,1,17,0,6,0,2,0.44,0.4394,0.82,0.2836,67,67,01-01,Low Wind,High Humidity,0.4397,Medium Temp,Afternoon,1,-0.0005999999999999894,0.19836,0.42,0.82,0.2985,0,0.9727622705564187,776.0,0.5285272727272727
2011-01-01,1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,35,35,01-01,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,0.004200000000000037,0.296055,0.44,0.82,0.2836,0,0.9727622705564187,811.0,0.5315619047619048
2011-01-01,1,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,37,37,01-01,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Evening,0,0.004200000000000037,0.296055,0.42,0.88,0.2537,0,0.9727622705564187,848.0,0.5315619047619048
2011-01-01,1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,36,36,01-01,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,0.009099999999999997,0.19237000000000004,0.42,0.88,0.2537,0,0.9727622705564187,884.0,0.5517974999999999
2011-01-01,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,34,34,01-01,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,0.009099999999999997,0.18640000000000004,0.4,0.87,0.2537,0,0.9727622705564187,918.0,0.42195
2011-01-01,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28,28,01-01,Low Wind,High Humidity,0.40455,Medium Temp,Evening,0,0.009099999999999997,0.19639,0.4,0.87,0.194,0,0.9727622705564187,946.0,0.5261649999999999
2011-01-01,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,39,39,01-01,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Evening,0,-0.005500000000000005,0.20985000000000004,0.4,0.94,0.2239,0,0.9727622705564187,985.0,0.5710434782608694
2011-01-02,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,17,17,01-02,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,-0.005500000000000005,0.20985000000000004,0.46,0.88,0.2985,0,0.9727622705564187,986.0,0.5710434782608694
2011-01-02,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,17,17,01-02,Low Wind,High Humidity,0.4397,Medium Temp,Early Morning,0,-0.0005999999999999894,0.20737,0.46,0.88,0.2985,0,0.9727622705564187,963.0,0.5419954545454545
2011-01-02,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,9,9,01-02,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Early Morning,0,0.004200000000000037,0.21236,0.44,0.94,0.2537,0,0.9727622705564187,940.0,0.6752380952380953
2011-01-02,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,6,6,01-02,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,-0.005500000000000005,0.2054,0.42,1.0,0.2836,0,0.9727622705564187,933.0,0.39643478260869564
2011-01-02,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,3,3,01-02,Low Wind,High Humidity,0.45725000000000005,Medium Temp,Early Morning,0,-0.005500000000000005,0.2054,0.46,0.94,0.194,0,0.9727622705564187,935.0,0.39643478260869564
2011-01-02,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,2,2,01-02,Low Wind,High Humidity,0.42210000000000003,Medium Temp,Morning,0,0.004200000000000037,0.286275,0.46,0.94,0.194,1,0.9727622705564187,936.0,0.54725
2011-01-02,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,1,1,01-02,Low Wind,High Humidity,0.40455,Medium Temp,Morning,0,0.009099999999999997,0.17540000000000003,0.42,0.77,0.2985,1,0.9727622705564187,935.0,0.36860000000000004
2011-01-02,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,8,8,01-02,Low Wind,High Humidity,0.40455,Medium Temp,Morning,1,0.009099999999999997,0.26008499999999996,0.4,0.76,0.194,0,0.9727622705564187,940.0,0.3974224999999999
2011-01-02,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,20,20,01-02,Low Wind,High Humidity,0.38695,Medium Temp,Morning,0,0.013899999999999968,0.17439000000000002,0.4,0.71,0.2239,0,0.9727622705564187,952.0,0.4477999999999999
2011-01-02,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,53,53,01-02,Low Wind,High Humidity,0.35424999999999995,Medium Temp,Morning,0,-0.01150000000000001,0.17539000000000002,0.38,0.76,0.2239,0,0.9727622705564187,991.0,0.503775
2011-01-02,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,70,70,01-02,Low Wind,High Humidity,0.34665,Medium Temp,Morning,0,-0.0267,0.16837,0.36,0.81,0.2239,1,0.9727622705564187,1025.0,0.5003527777777778
2011-01-02,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,93,93,01-02,Low Wind,Medium Humidity,0.34665,Medium Temp,Afternoon,0,-0.0267,0.16785,0.36,0.71,0.2537,0,0.9727622705564187,1062.0,0.54725
2011-01-02,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,75,75,01-02,Low Wind,Medium Humidity,0.35424999999999995,Medium Temp,Afternoon,0,-0.01150000000000001,0.15143,0.36,0.66,0.2985,1,0.9727622705564187,1053.0,0.2462166666666667
2011-01-02,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,59,59,01-02,Low Wind,High Humidity,0.35424999999999995,Medium Temp,Afternoon,0,-0.01150000000000001,0.2511,0.36,0.66,0.1343,0,0.9727622705564187,1018.0,0.4095555555555556
2011-01-02,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,74,74,01-02,Low Wind,High Humidity,0.33665,Medium Temp,Afternoon,0,-0.006700000000000039,0.24813000000000002,0.36,0.76,0.194,0,0.9727622705564187,986.0,0.3911823529411765
2011-01-02,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,76,76,01-02,Low Wind,High Humidity,0.33665,Medium Temp,Afternoon,0,-0.006700000000000039,0.23313000000000003,0.34,0.81,0.1642,1,0.9727622705564187,952.0,0.34288823529411766
2011-01-02,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,65,65,01-02,Low Wind,Medium Humidity,0.33665,Medium Temp,Afternoon,1,-0.006700000000000039,0.0722,0.34,0.71,0.1642,1,0.9727622705564187,924.0,0.325235294117647
2011-01-02,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,53,53,01-02,Low Wind,Medium Humidity,0.34665,Medium Temp,Evening,0,-0.0267,0.15084,0.34,0.57,0.194,1,0.9727622705564187,910.0,0.41962222222222234
2011-01-02,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,30,30,01-02,Medium Wind,Medium Humidity,0.30395,Low Temp,Evening,0,-0.03210000000000002,0.07539000000000001,0.36,0.46,0.3284,1,0.9727622705564187,905.0,0.5877374999999999
2011-01-02,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,22,22,01-02,Medium Wind,Medium Humidity,0.28635,Low Temp,Evening,0,-0.02729999999999999,0.06741,0.32,0.42,0.4478,0,0.9727622705564187,890.0,0.4656600000000001
2011-01-02,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,31,31,01-02,Low Wind,Medium Humidity,0.24365,Low Temp,Evening,0,-0.03270000000000001,0.06442,0.3,0.39,0.3582,0,0.9727622705564187,885.0,0.5557538461538462
2011-01-02,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,9,9,01-02,Low Wind,Medium Humidity,0.22605,Low Temp,Evening,0,-0.02789999999999998,0.060925,0.26,0.44,0.3284,0,0.9727622705564187,860.0,0.5472499999999999
2011-01-02,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,8,8,01-02,Low Wind,Medium Humidity,0.22365000000000002,Low Temp,Evening,0,0.007300000000000001,0.05371,0.24,0.44,0.2985,1,0.9727622705564187,840.0,0.3507909090909091
2011-01-03,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,5,5,01-03,Medium Wind,Medium Humidity,0.20850000000000002,Low Temp,Early Morning,0,-0.022999999999999993,0.06191000000000001,0.22,0.47,0.1642,1,0.9727622705564187,806.0,0.7164
2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,2,2,01-03,Medium Wind,Medium Humidity,0.18335,Low Temp,Early Morning,0,-0.033300000000000024,0.062895,0.22,0.44,0.3582,0,0.9727622705564187,791.0,0.91938
2011-01-03,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,1,1,01-03,Medium Wind,Medium Humidity,0.1482,Low Temp,Early Morning,0,-0.02360000000000001,0.058905,0.2,0.44,0.4179,0,0.9727622705564187,775.0,1.1400437499999998
2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,3,3,01-03,Low Wind,Medium Humidity,0.1482,Low Temp,Early Morning,0,-0.02360000000000001,0.053680000000000005,0.16,0.47,0.3881,1,0.9727622705564187,769.0,0.8330749999999999
2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,30,30,01-03,Medium Wind,Medium Humidity,0.12305,Low Temp,Morning,0,-0.03390000000000001,0.05840500000000001,0.16,0.47,0.2836,1,0.9727622705564187,793.0,1.3860714285714284
2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64,64,01-03,Low Wind,Medium Humidity,0.1382,Low Temp,Morning,0,-0.00360000000000002,0.04870000000000001,0.14,0.5,0.3881,1,0.9727622705564187,854.0,0.6928571428571428
2011-01-03,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,154,154,01-03,Low Wind,Medium Humidity,0.1306,Low Temp,Morning,1,-0.01880000000000001,0.053180000000000005,0.14,0.5,0.194,0,0.9727622705564187,1006.0,1.012857142857143
2011-01-03,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,88,88,01-03,Medium Wind,Medium Humidity,0.1482,Low Temp,Morning,0,-0.02360000000000001,0.05690500000000001,0.14,0.5,0.2836,1,0.9727622705564187,1093.0,1.04301875
2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,44,44,01-03,Low Wind,Medium Humidity,0.17335,Low Temp,Morning,0,-0.013300000000000006,0.052185,0.16,0.43,0.3881,1,0.9727622705564187,1129.0,0.606061111111111
2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51,51,01-03,Low Wind,Medium Humidity,0.19090000000000001,Low Temp,Morning,0,-0.01820000000000002,0.05642000000000001,0.18,0.43,0.2537,0,0.9727622705564187,1160.0,0.6567999999999999
2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61,61,01-03,Low Wind,Medium Humidity,0.21605000000000002,Low Temp,Afternoon,0,-0.00789999999999999,0.054425,0.2,0.4,0.3284,0,0.9727622705564187,1168.0,0.47488636363636355
2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,61,61,01-03,Low Wind,Medium Humidity,0.22605,Low Temp,Afternoon,0,-0.02789999999999998,0.05567999999999999,0.22,0.35,0.2985,0,0.9727622705564187,1159.0,0.41358333333333336
2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,77,77,01-03,Low Wind,Low Humidity,0.2512,Low Temp,Afternoon,0,-0.017600000000000005,0.05518000000000001,0.24,0.35,0.2836,0,0.9727622705564187,1143.0,0.3272307692307692
2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,72,72,01-03,Low Wind,Low Humidity,0.2512,Low Temp,Afternoon,0,-0.017600000000000005,0.053685000000000004,0.26,0.3,0.2836,0,0.9727622705564187,1140.0,0.2927307692307692
2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76,76,01-03,Low Wind,Low Humidity,0.2512,Low Temp,Afternoon,0,-0.017600000000000005,0.053685000000000004,0.26,0.3,0.2537,0,0.9727622705564187,1157.0,0.2927307692307692
2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,157,157,01-03,Low Wind,Low Humidity,0.23365,Low Temp,Afternoon,1,-0.012699999999999989,0.050195000000000004,0.26,0.3,0.2537,0,0.9727622705564187,1240.0,0.279875
2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157,157,01-03,Low Wind,Low Humidity,0.2488,Low Temp,Evening,0,0.017600000000000005,0.045225,0.24,0.3,0.2239,1,0.9727622705564187,1321.0,0.13933333333333334
2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,110,110,01-03,Low Wind,Medium Humidity,0.2288,Low Temp,Evening,0,0.057599999999999985,0.043500000000000004,0.24,0.32,0.1045,1,0.9727622705564187,1366.0,0.0
2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52,52,01-03,Low Wind,Medium Humidity,0.21365,Low Temp,Evening,0,0.02729999999999999,0.048725000000000004,0.2,0.47,0.0,1,0.9727622705564187,1365.0,0.24557499999999996
2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52,52,01-03,Low Wind,Medium Humidity,0.1885,Low Temp,Evening,0,0.017000000000000015,0.056715,0.2,0.47,0.1045,1,0.9727622705564187,1387.0,0.4775111111111111
2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20,20,01-03,Low Wind,High Humidity,0.14575,Low Temp,Evening,0,0.011499999999999982,0.055215,0.18,0.64,0.1343,0,0.9727622705564187,1385.0,0.6619071428571428
2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12,12,01-03,Low Wind,Medium Humidity,0.19605,Low Temp,Evening,0,0.03210000000000002,0.050725,0.14,0.69,0.1343,1,0.9727622705564187,1366.0,0.3193055555555556
2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5,5,01-04,Low Wind,Medium Humidity,0.1709,Low Temp,Early Morning,0,0.021799999999999986,0.048725000000000004,0.18,0.55,0.1045,0,0.9727622705564187,1362.0,0.35921875000000003
2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2,2,01-04,Low Wind,Medium Humidity,0.1709,Low Temp,Early Morning,0,0.021799999999999986,0.050725,0.16,0.55,0.1045,0,0.9727622705564187,1356.0,0.38534375
2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1,1,01-04,Low Wind,Medium Humidity,0.14575,Low Temp,Early Morning,0,0.011499999999999982,0.052215,0.16,0.59,0.1045,0,0.9727622705564187,1352.0,0.6043499999999999
2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2,2,01-04,Low Wind,Medium Humidity,0.1609,Low Temp,Early Morning,0,0.041799999999999976,0.04998,0.14,0.63,0.1343,0,0.9727622705564187,1352.0,0.40319999999999995
2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4,4,01-04,Low Wind,High Humidity,0.13574999999999998,Low Temp,Early Morning,0,0.0315,0.051225,0.14,0.63,0.0896,0,0.9727622705564187,1355.0,0.5921666666666666
2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36,36,01-04,Low Wind,High Humidity,0.13574999999999998,Low Temp,Morning,0,0.0315,0.054225,0.12,0.68,0.1045,0,0.9727622705564187,1388.0,0.6444166666666666
2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94,94,01-04,Low Wind,High Humidity,0.13574999999999998,Low Temp,Morning,0,0.0315,0.055715,0.12,0.74,0.1045,0,0.9727622705564187,1452.0,0.8281833333333334
2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179,179,01-04,Low Wind,High Humidity,0.14575,Low Temp,Morning,1,0.011499999999999982,0.05671,0.12,0.74,0.1343,0,0.9727622705564187,1567.0,0.8092714285714284
2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100,100,01-04,Low Wind,Medium Humidity,0.15575,Low Temp,Morning,0,-0.008500000000000008,0.059195,0.14,0.69,0.1642,0,0.9727622705564187,1513.0,0.8956000000000001
2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42,42,01-04,Low Wind,High Humidity,0.1482,Low Temp,Morning,0,-0.02360000000000001,0.13384,0.16,0.64,0.2239,1,0.9727622705564187,1467.0,1.4162249999999998
2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57,57,01-04,Low Wind,Medium Humidity,0.21605000000000002,Low Temp,Morning,0,-0.00789999999999999,0.062425,0.16,0.69,0.3284,1,0.9727622705564187,1480.0,0.6919772727272727
2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78,78,01-04,Low Wind,Medium Humidity,0.22365000000000002,Low Temp,Afternoon,0,0.007300000000000001,0.05571,0.22,0.51,0.2985,1,0.9727622705564187,1507.0,0.3806454545454546
2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97,97,01-04,Low Wind,Medium Humidity,0.23365,Low Temp,Afternoon,0,-0.012699999999999989,0.061700000000000005,0.22,0.51,0.1642,0,0.9727622705564187,1543.0,0.4526666666666667
2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63,63,01-04,Low Wind,Medium Humidity,0.25880000000000003,Low Temp,Afternoon,0,-0.0024000000000000132,0.063195,0.24,0.56,0.194,0,0.9727622705564187,1545.0,0.4478
2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65,65,01-04,Low Wind,Medium Humidity,0.27635,Low Temp,Afternoon,0,-0.007300000000000029,0.06668500000000001,0.26,0.52,0.2239,0,0.9727622705564187,1533.0,0.4711571428571428
2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83,83,01-04,Low Wind,Medium Humidity,0.29395,Low Temp,Afternoon,0,-0.0121,0.067185,0.28,0.52,0.2537,0,0.9727622705564187,1544.0,0.41437666666666667
2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212,212,01-04,Low Wind,Medium Humidity,0.27635,Low Temp,Afternoon,1,-0.007300000000000029,0.063195,0.3,0.49,0.2537,0,0.9727622705564187,1680.0,0.38382857142857135
2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182,182,01-04,Low Wind,Medium Humidity,0.25880000000000003,Low Temp,Evening,0,-0.0024000000000000132,0.0597,0.28,0.48,0.2239,0,0.9727622705564187,1705.0,0.3581538461538461
2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112,112,01-04,Low Wind,Medium Humidity,0.2488,Low Temp,Evening,0,0.017600000000000005,0.053225,0.26,0.48,0.194,0,0.9727622705564187,1660.0,0.209
2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54,54,01-04,Low Wind,Medium Humidity,0.2488,Low Temp,Evening,0,0.017600000000000005,0.053225,0.24,0.48,0.1045,0,0.9727622705564187,1604.0,0.209
2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48,48,01-04,Low Wind,Medium Humidity,0.24635,Low Temp,Evening,0,0.0527,0.054000000000000006,0.24,0.48,0.1045,1,0.9727622705564187,1600.0,0.0
2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35,35,01-04,Low Wind,Medium Humidity,0.2388,Low Temp,Evening,0,0.037599999999999995,0.058480000000000004,0.22,0.64,0.0,0,0.9727622705564187,1583.0,0.26065454545454547
2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11,11,01-04,Low Wind,High Humidity,0.21365,Low Temp,Evening,0,0.02729999999999999,0.05898,0.22,0.64,0.0896,0,0.9727622705564187,1574.0,0.30911999999999995
2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,6,6,01-05,Low Wind,Medium Humidity,0.2288,Low Temp,Early Morning,0,0.057599999999999985,0.052000000000000005,0.2,0.69,0.0896,0,0.9727622705564187,1568.0,0.0
2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6,6,01-05,Low Wind,High Humidity,0.1785,Low Temp,Early Morning,0,0.037000000000000005,0.057479999999999996,0.2,0.64,0.0,0,0.9727622705564187,1569.0,0.4144
2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2,2,01-05,Low Wind,High Humidity,0.1785,Low Temp,Early Morning,0,0.037000000000000005,0.057479999999999996,0.16,0.74,0.0896,0,0.9727622705564187,1569.0,0.4144
2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2,2,01-05,Low Wind,Medium Humidity,0.23365,Low Temp,Early Morning,0,-0.012699999999999989,0.059195,0.16,0.74,0.0896,1,0.9727622705564187,1570.0,0.4478
2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3,3,01-05,Low Wind,Medium Humidity,0.22365000000000002,Low Temp,Early Morning,0,0.007300000000000001,0.05371,0.24,0.48,0.2239,0,0.9727622705564187,1571.0,0.3507909090909091
2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33,33,01-05,Low Wind,Medium Humidity,0.1985,Low Temp,Morning,0,-0.0030000000000000027,0.05469500000000001,0.22,0.47,0.1642,0,0.9727622705564187,1600.0,0.5261649999999999
2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88,88,01-05,Low Wind,Medium Humidity,0.1809,Low Temp,Morning,0,0.001799999999999996,0.0492,0.2,0.47,0.2239,0,0.9727622705564187,1652.0,0.4634444444444445
2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195,195,01-05,Low Wind,Medium Humidity,0.19090000000000001,Low Temp,Morning,1,-0.01820000000000002,0.05492500000000001,0.18,0.43,0.194,1,0.9727622705564187,1753.0,0.597
2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115,115,01-05,Low Wind,Medium Humidity,0.20850000000000002,Low Temp,Morning,0,-0.022999999999999993,0.05692,0.2,0.4,0.2985,0,0.9727622705564187,1689.0,0.552309090909091
2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57,57,01-05,Low Wind,Medium Humidity,0.20850000000000002,Low Temp,Morning,0,-0.022999999999999993,0.05692,0.22,0.37,0.3284,0,0.9727622705564187,1646.0,0.552309090909091
